Id,Name,Shape,Size
455,functional_15_1/tfc3_6_1/tf_conv_48_1/conv2d_48_1/BiasAdd;functional_15_1/tfc3_6_1/tf_conv_48_1/conv2d_48_1/convolution;,1 40 40 128,819200
456,functional_15_1/tfc3_6_1/tf_conv_48_1/Sigmoid,1 40 40 128,819200
457,functional_15_1/tfc3_6_1/tf_conv_48_1/mul_1,1 40 40 128,819200
458,functional_15_1/tf_conv_51_1/sequential_13_1/tf_pad_6_1/Pad,1 42 42 128,903168
459,functional_15_1/tf_conv_51_1/sequential_13_1/conv2d_51_1/BiasAdd;functional_15_1/tf_conv_51_1/sequential_13_1/conv2d_51_1/convolution;functional_15_1/tf_conv_51_1/sequential_13_1/conv2d_51_1/Squeeze,1 20 20 128,204800
460,functional_15_1/tf_conv_51_1/Sigmoid,1 20 20 128,204800
461,functional_15_1/tf_conv_51_1/mul_1,1 20 20 128,204800
462,functional_15_1/tf_concat_3_1/concat,1 20 20 256,409600
463,functional_15_1/tfc3_7_1/tf_conv_52_1/conv2d_52_1/BiasAdd;functional_15_1/tfc3_7_1/tf_conv_52_1/conv2d_52_1/convolution;,1 20 20 128,204800
464,functional_15_1/tfc3_7_1/tf_conv_52_1/Sigmoid,1 20 20 128,204800
465,functional_15_1/tfc3_7_1/tf_conv_52_1/mul_1,1 20 20 128,204800
466,functional_15_1/tfc3_7_1/sequential_14_1/tf_bottleneck_10_1/tf_conv_55_1/conv2d_55_1/BiasAdd;functional_15_1/tfc3_7_1/sequential_14_1/tf_bottleneck_10_1/tf_conv_55_1/conv2d_55_1/convolution;,1 20 20 128,204800
467,functional_15_1/tfc3_7_1/sequential_14_1/tf_bottleneck_10_1/tf_conv_55_1/Sigmoid,1 20 20 128,204800
468,functional_15_1/tfc3_7_1/sequential_14_1/tf_bottleneck_10_1/tf_conv_55_1/mul_1,1 20 20 128,204800
469,functional_15_1/tfc3_7_1/sequential_14_1/tf_bottleneck_10_1/tf_conv_56_1/conv2d_56_1/BiasAdd;functional_15_1/tfc3_7_1/sequential_14_1/tf_bottleneck_10_1/tf_conv_56_1/conv2d_56_1/convolution;,1 20 20 128,204800
470,functional_15_1/tfc3_7_1/sequential_14_1/tf_bottleneck_10_1/tf_conv_56_1/Sigmoid,1 20 20 128,204800
471,functional_15_1/tfc3_7_1/sequential_14_1/tf_bottleneck_10_1/tf_conv_56_1/mul_1,1 20 20 128,204800
472,functional_15_1/tfc3_7_1/tf_conv_53_1/conv2d_53_1/BiasAdd;functional_15_1/tfc3_7_1/tf_conv_53_1/conv2d_53_1/convolution;,1 20 20 128,204800
473,functional_15_1/tfc3_7_1/tf_conv_53_1/Sigmoid,1 20 20 128,204800
474,functional_15_1/tfc3_7_1/tf_conv_53_1/mul_1,1 20 20 128,204800
475,functional_15_1/tfc3_7_1/concat,1 20 20 256,409600
476,functional_15_1/tfc3_7_1/tf_conv_54_1/conv2d_54_1/BiasAdd;functional_15_1/tfc3_7_1/tf_conv_54_1/conv2d_54_1/convolution;,1 20 20 256,409600
477,functional_15_1/tfc3_7_1/tf_conv_54_1/Sigmoid,1 20 20 256,409600
478,functional_15_1/tfc3_7_1/tf_conv_54_1/mul_1,1 20 20 256,409600
479,functional_15_1/tf_detect_1/tf_conv2d_2_1/conv2d_59_1/BiasAdd;functional_15_1/tf_detect_1/tf_conv2d_2_1/conv2d_59_1/convolution;,1 20 20 255,408000
480,functional_15_1/tf_detect_1/Reshape_4,1 400 3 85,408000
481,functional_15_1/tf_detect_1/strided_slice_19,1 400 3 2,9600
482,functional_15_1/tf_detect_1/Sigmoid_6,1 400 3 2,9600
483,functional_15_1/tf_detect_1/mul_16,1 400 3 2,9600
484,functional_15_1/tf_detect_1/add_2,1 400 3 2,9600
485,functional_15_1/tf_detect_1/mul_17,1 400 3 2,9600
486,functional_15_1/tf_detect_1/truediv_4,1 400 3 2,9600
487,functional_15_1/tf_detect_1/strided_slice_21,1 400 3 2,9600
488,functional_15_1/tf_detect_1/Sigmoid_7,1 400 3 2,9600
489,functional_15_1/tf_detect_1/pow_2;,1 400 3 2,9600
490,functional_15_1/tf_detect_1/mul_18,1 400 3 2,9600
491,functional_15_1/tf_detect_1/truediv_5,1 400 3 2,9600
492,functional_15_1/tf_detect_1/strided_slice_22,1 400 3 81,388800
493,functional_15_1/tf_detect_1/Sigmoid_8,1 400 3 81,388800
494,functional_15_1/tf_detect_1/concat_2,1 400 3 85,408000
495,functional_15_1/tf_detect_1/Reshape_5,1 1200 85,408000
496,functional_15_1/tf_detect_1/tf_conv2d_1_2/conv2d_58_1/BiasAdd;functional_15_1/tf_detect_1/tf_conv2d_1_2/conv2d_58_1/convolution;,1 40 40 255,1632000
497,functional_15_1/tf_detect_1/Reshape_2,1 1600 3 85,1632000
498,functional_15_1/tf_detect_1/strided_slice_11,1 1600 3 2,38400
499,functional_15_1/tf_detect_1/Sigmoid_3,1 1600 3 2,38400
500,functional_15_1/tf_detect_1/mul_9,1 1600 3 2,38400
501,functional_15_1/tf_detect_1/add_1,1 1600 3 2,38400
502,functional_15_1/tf_detect_1/mul_10,1 1600 3 2,38400
503,functional_15_1/tf_detect_1/truediv_2,1 1600 3 2,38400
504,functional_15_1/tf_detect_1/strided_slice_13,1 1600 3 2,38400
505,functional_15_1/tf_detect_1/Sigmoid_4,1 1600 3 2,38400
506,functional_15_1/tf_detect_1/pow_1;,1 1600 3 2,38400
507,functional_15_1/tf_detect_1/mul_11,1 1600 3 2,38400
508,functional_15_1/tf_detect_1/truediv_3,1 1600 3 2,38400
509,functional_15_1/tf_detect_1/strided_slice_14,1 1600 3 81,1555200
510,functional_15_1/tf_detect_1/Sigmoid_5,1 1600 3 81,1555200
511,functional_15_1/tf_detect_1/concat_1,1 1600 3 85,1632000
512,functional_15_1/tf_detect_1/Reshape_3,1 4800 85,1632000
513,functional_15_1/tf_detect_1/tf_conv2d_1/conv2d_57_1/BiasAdd;functional_15_1/tf_detect_1/tf_conv2d_1/conv2d_57_1/convolution;,1 80 80 255,6528000
514,functional_15_1/tf_detect_1/Reshape,1 6400 3 85,6528000
515,functional_15_1/tf_detect_1/strided_slice_3,1 6400 3 2,153600
516,functional_15_1/tf_detect_1/Sigmoid,1 6400 3 2,153600
517,functional_15_1/tf_detect_1/mul_2,1 6400 3 2,153600
518,functional_15_1/tf_detect_1/add,1 6400 3 2,153600
519,functional_15_1/tf_detect_1/mul_3,1 6400 3 2,153600
520,functional_15_1/tf_detect_1/truediv,1 6400 3 2,153600
521,functional_15_1/tf_detect_1/strided_slice_5,1 6400 3 2,153600
522,functional_15_1/tf_detect_1/Sigmoid_1,1 6400 3 2,153600
523,functional_15_1/tf_detect_1/pow;,1 6400 3 2,153600
524,functional_15_1/tf_detect_1/mul_4,1 6400 3 2,153600
525,functional_15_1/tf_detect_1/truediv_1,1 6400 3 2,153600
526,functional_15_1/tf_detect_1/strided_slice_6,1 6400 3 81,6220800
527,functional_15_1/tf_detect_1/Sigmoid_2,1 6400 3 81,6220800
528,functional_15_1/tf_detect_1/concat,1 6400 3 85,6528000
529,functional_15_1/tf_detect_1/Reshape_1,1 19200 85,6528000
530,StatefulPartitionedCall_1:0,1 25200 85,8568000
